5018,0.748251748
26093,0.734265734
27344,0.72027972
148775,0.685314685
6902,0.678321678
117646,0.678321678
64645,0.671328671
81132,0.671328671
122787,0.671328671
2987,0.664335664
1907,0.657342657
146305,0.657342657
673,0.657342657
51632,0.657342657
51939,0.657342657
91335,0.657342657
32031,0.657342657
108932,0.657342657
108540,0.657342657
26340,0.657342657
130520,0.657342657
76153,0.643356643
75408,0.643356643
62956,0.643356643
106240,0.643356643
52462,0.643356643
40339,0.643356643
4719,0.643356643
52287,0.643356643
85261,0.643356643
124519,0.622377622
125972,0.622377622
149488,0.615384615
54278,0.608391608
115333,0.608391608
546,0.608391608
124681,0.608391608
31921,0.608391608
6990,0.601398601
83266,0.601398601
27735,0.601398601
4956,0.601398601
55116,0.601398601
5657,0.601398601
114552,0.594405594
114240,0.594405594
84637,0.594405594
8444,0.594405594
4306,0.594405594
36397,0.594405594
33463,0.594405594
91355,0.594405594
2123,0.594405594
2294,0.594405594
92348,0.594405594
1,0.594405594
78499,0.594405594
47124,0.594405594
136361,0.594405594
3114,0.594405594
122240,0.594405594
65577,0.594405594
56152,0.594405594
117454,0.594405594
53121,0.594405594
3754,0.594405594
103755,0.594405594
4886,0.594405594
4016,0.594405594
115879,0.594405594
115875,0.594405594
78637,0.594405594
45074,0.594405594
131248,0.594405594
80158,0.594405594
72226,0.587412587
111144,0.58041958
99764,0.58041958
8961,0.58041958
106471,0.58041958
111146,0.58041958
8426,0.58041958
115109,0.58041958
26160,0.58041958
1223,0.58041958
62999,0.58041958
63859,0.58041958
69644,0.58041958
72701,0.58041958
26183,0.58041958
47404,0.58041958
87222,0.58041958
84944,0.58041958
72601,0.573426573
8253,0.573426573
130518,0.566433566
62331,0.566433566
144350,0.559440559
27790,0.552447552
71999,0.552447552
62729,0.545454545
139620,0.545454545
2800,0.545454545
107460,0.545454545
123304,0.545454545
105463,0.545454545
6557,0.545454545
2005,0.545454545
2138,0.545454545
47384,0.545454545
45672,0.545454545
2846,0.545454545
2054,0.545454545
79139,0.545454545
43289,0.545454545
141982,0.545454545
109571,0.545454545
26662,0.545454545
5038,0.545454545
115479,0.545454545
3440,0.545454545
4683,0.545454545
3674,0.545454545
5076,0.545454545
145028,0.545454545
110229,0.545454545
58718,0.538461538
72165,0.538461538
7262,0.538461538
90424,0.538461538
2617,0.538461538
2090,0.538461538
70497,0.538461538
970,0.538461538
144338,0.538461538
122472,0.538461538
139159,0.538461538
60074,0.538461538
47342,0.538461538
150268,0.538461538
104247,0.531468531
103651,0.531468531
145493,0.531468531
43853,0.531468531
26236,0.531468531
4818,0.531468531
1432,0.531468531
80219,0.531468531
6503,0.531468531
26184,0.531468531
89002,0.531468531
128944,0.531468531
69136,0.531468531
143055,0.531468531
6350,0.531468531
74438,0.531468531
3000,0.531468531
2890,0.531468531
53226,0.531468531
120833,0.531468531
27155,0.531468531
98558,0.531468531
27549,0.531468531
91542,0.531468531
127341,0.531468531
8968,0.531468531
6317,0.531468531
7235,0.531468531
7099,0.531468531
7007,0.531468531
26842,0.531468531
116905,0.531468531
136618,0.531468531
97724,0.531468531
5027,0.531468531
145,0.531468531
26590,0.531468531
106365,0.531468531
2761,0.531468531
144594,0.531468531
118782,0.531468531
5628,0.531468531
61553,0.531468531
143506,0.531468531
5069,0.531468531
20,0.531468531
42015,0.531468531
82765,0.531468531
139130,0.531468531
31367,0.531468531
116758,0.524475524
27032,0.524475524
8780,0.524475524
1396,0.524475524
2141,0.517482517
45431,0.517482517
4990,0.517482517
135887,0.517482517
151313,0.517482517
122129,0.517482517
8360,0.517482517
110130,0.517482517
145935,0.517482517
109102,0.517482517
115207,0.517482517
121157,0.517482517
117851,0.517482517
122133,0.517482517
64249,0.517482517
136347,0.517482517
3034,0.517482517
49274,0.517482517
95313,0.517482517
26529,0.517482517
126921,0.517482517
140293,0.517482517
140295,0.517482517
48414,0.517482517
26701,0.517482517
33615,0.517482517
709,0.517482517
48159,0.517482517
